"Region-2
County-3
District-4",Type,School,FacilityName,Address,City,Zip,GradeServed,lat,lng
070161435,02,2001,Childs Elem School,14123 S Lydia Ave,Robbins,60472 2255,K-3,41.636743,-87.709318
070161435,02,2006,Posen Elem School,14545 S California Ave,Posen,60469 1201,4-5,41.628037,-87.688517
070161435,02,2007,Turner Elem School,3847 W 135th St,Robbins,60472 1148,"P,K",41.647392,-87.715908
070161435,02,2010,Gordon School,14100 S Harrison Ave,Posen,60469 1047,K-3,41.636965,-87.687799
070161440,02,1002,Prairie-Hills Junior High School,16315 Richmond,Markham,60428,6-8,41.597671,-87.686807
070161440,02,2003,Fieldcrest Elem School,4100 Wagman St,Oak Forest,60452 4342,K-5,41.594841,-87.722175
070161440,02,2004,Highlands Elem School,3420 Laurel Ln,Hazel Crest,60429 1011,K-5,41.579673,-87.700204
070161440,02,2005,Markham Park Elem School,16239 Lawndale Ave,Markham,60428 4440,K-5,41.594615,-87.706395
070161440,02,2007,Nob Hill Elem School,3701 168th St,Country Club Hills,60478 2123,K-5,41.58449,-87.707166
070161440,02,2009,Chateaux School,3600 Chambord Ln,Hazel Crest,60429 2247,P-5,41.56414,-87.701338
070161440,02,2010,Mae Jemison School,3450 W 177th St,Hazel Crest,60429 2002,P-5,41.568266,-87.700544
070161450,02,1001,Arbor Park Middle School,17303 Central Ave,Oak Forest,60452 4920,5-8,41.606454,-87.756126
070161450,02,2002,Kimberly Heights Elem School,6141 Kimberly Dr,Tinley Park,60477 1970,"P,K",41.590773,-87.768374
070161450,02,2003,Scarlet Oak Elem School,5731 Albert Dr,Oak Forest,60452 2803,3-4,41.607795,-87.758971
070161450,02,2004,Morton Gingerwood Elem School,16936 Forest Ave,Oak Forest,60452 4517,1-2,41.584827,-87.738336
070161460,04,1001,Central Middle School,18146 Oak Park Ave,Tinley Park,60477 3944,6-8,41.564643,-87.784125
070161460,04,2002,Bert H Fulton School,6601 171st St,Tinley Park,60477 3514,P-5,41.580491,-87.779878
070161460,04,2003,Memorial Elem School,6701 179th St,Tinley Park,60477 4116,P-5,41.566134,-87.781621
070161460,04,2005,Walter F Fierke Ed Center,6535 Victoria Dr,Oak Forest,60452 2659,P-5,41.609686,-87.779492
070161460,04,2006,Arnold W Kruse Ed Center,7617 Hemlock Dr,Orland Park,60462 4253,P-5,41.611266,-87.804083
070161470,02,1001,Rosa L Parks Middle School,14700 Robey Ave,Dixmoor,60426 1526,6-8,41.622497,-87.665695
070161470,02,2004,Lincoln Elem School,14100 Honore Ave,Dixmoor,60426 1115,P-5,41.633358,-87.662148
070161470,02,2006,Washington Elem School,15248 Lincoln Ave,Harvey,60426 2949,P-5,41.612643,-87.663361
070161470,02,2007,Martin L King Elem School,14600 Seeley Ave,Dixmoor,60426 1052,P-5,41.624298,-87.666929
070161480,02,1002,Roosevelt Junior High School,111 W 146th St,Dolton,60419 1453,7-8,41.629973,-87.589361
070161480,02,1003,Lincoln Junior High School,14151 Lincoln Ave,Dolton,60419 1023,7-8,41.637697,-87.605583
070161480,02,1004,Washington Junior High,13900 S School St,Riverdale,60827 1925,7-8,41.642541,-87.629353
070161480,02,2002,Riverdale School,325 W 142nd St,Riverdale,60827 2344,K-4,41.636954,-87.629941
070161480,02,2003,Lincoln Elementary School,14151 Lincoln Ave,Dolton,60419 1023,K-6,41.637697,-87.605583
070161480,02,2005,Roosevelt Elem School,111 W 146th St,Dolton,60419 1453,K-6,41.629973,-87.589361
070161480,02,2006,Washington Elem School,13900 S School St,Riverdale,60827 1925,K-6,41.642541,-87.629353
070161480,02,2007,Franklin Elementary School,14701 Chicago Rd,Dolton,60419 2015,K-6,41.628175,-87.607512
070161480,02,2010,Park Elementary School,14200 S Wentworth Ave,Riverdale,60827 2520,K-6,41.636883,-87.62693
070161480,02,3002,Early Childhood Cntr,560 W 144th St,Riverdale,60827 2605,P,41.633307,-87.635807
070161490,02,1004,S T E M Academy,1650 Pulaski Rd,Calumet City,60409 3828,7-8,41.61565,-87.567992
070161490,02,1005,Creative Communications Acad,1650 Pulaski Rd,Calumet City,60409 3828,7-8,41.61565,-87.567992
070161490,02,1006,School of Fine Arts,1650 Pulaski Rd,Calumet City,60409 3828,7-8,41.61565,-87.567992
070161490,02,2002,Diekman Elem School,15121 Dorchester Ave,Dolton,60419 2941,P-6,41.620538,-87.583047
070161490,02,2005,Caroline Sibley Elem School,1550 Sibley Blvd,Calumet City,60409 2333,K-6,41.622925,-87.563401
070161490,02,2006,Berger-Vandenberg Elem School,14833 Avalon Ave,Dolton,60419 2452,K-6,41.624899,-87.586735
070161490,02,2009,Carol Moseley Braun School,1655 153rd St,Calumet City,60409 3842,1-6,41.617178,-87.564253
070161490,02,2010,New Beginnings Learning Academy,15703 Clyde Ave,South Holland,60473 1920,K-6,41.609377,-87.573381
070161500,02,1005,McKinley Jr High School,16949 Cottage Grove Ave,South Holland,60473 3089,6-8,41.587649,-87.597503
070161500,02,2001,Greenwood Elem School,16800 Greenwood Ave,South Holland,60473 3193,P-3,41.590271,-87.591033
070161500,02,2002,McKinley Elem School,850 E 170th St,South Holland,60473 3413,4-5,41.586459,-87.596183
070161510,02,1001,Coolidge Middle School,15500 7th Ave,Phoenix,60426 2566,6-8,41.607989,-87.627308
070161510,02,2002,Eisenhower School,16001 Minerva Ave,South Holland,60473 1776,2-3,41.604368,-87.590053
070161510,02,2004,Madison School,15700 Orchid Dr,South Holland,60473 1300,4-5,41.610297,-87.604315
070161510,02,2006,Taft School,393 E 163rd St,Harvey,60426 5951,P-1,41.593807,-87.633762
070161520,02,1001,Brooks Middle School,14741 Wallace St,Harvey,60426 2448,7-8,41.621372,-87.631518
070161520,02,2001,Bryant Elem School,14700 Main St,Harvey,60426 1923,K-6,41.622466,-87.643006
070161520,02,2002,Maya Angelou Elem Sch,15748 Page Ave,Harvey,60426 4222,K-6,41.603574,-87.659723
070161520,02,2004,Holmes Elem School,16000 Carse Ave,Harvey,60426 5212,K-6,41.599797,-87.639027
070161520,02,2005,Lowell-Longfellow Elem School,15636 Lexington Ave,Harvey,60426 4313,K-6,41.605631,-87.6496
070161520,02,2007,Sandburg Elem School,14500 Myrtle Ave,Harvey,60426 1235,K-6,41.627495,-87.652534
070161520,02,2008,Whittier Elem School,71 E 152nd St,Harvey,60426 3154,K-6,41.613698,-87.651679
070161520,02,3001,Riley Preschool,16001 Lincoln Ave,Harvey,60426 4916,P,41.599154,-87.663173
070161520,02,3002,Early Childhood Center,71 E 152nd St,Harvey,60426 3154,P,41.613698,-87.651679
070161520,02,3003,Field School,14700 Wallace St,Harvey,60426 2449,12,41.622467,-87.631678
070161525,02,2001,Barack H Obama Learning Academy,16448 S Park Ave,Markham,60428,P-8,41.590929,-87.653524
070161525,02,2005,Jesse C White Learning Academy,16910 S Western Ave,Hazel Crest,60429,P-8,41.582675,-87.675262
070161530,02,1003,James Hart School,18220 Morgan St,Homewood,60430 2471,7-8,41.559505,-87.641519
070161530,02,2002,Winston Churchill School,1300 190th St,Homewood,60430 4216,3-4,41.544382,-87.647386
070161530,02,2005,Willow School,1804 Willow Rd,Homewood,60430 3322,P-2,41.553644,-87.660452
070161530,02,2006,Millennium School,18211 Aberdeen St,Homewood,60430 2417,5-6,41.559098,-87.64348
070161540,02,2002,Wolcott School,200 N Wolcott St,Thornton,60476 1254,K-8,41.569713,-87.614615
070161545,02,2001,Burnham Elem School,13945 S Green Bay Ave,Burnham,60633 1671,P-8,41.641592,-87.541256
070161550,02,1001,Wentworth Jr High School,560 Superior Ave,Calumet City,60409 3439,6-8,41.619625,-87.544564
070161550,02,2002,Wilson Elementary School,560 Wentworth Ave,Calumet City,60409 3493,P-2,41.61957,-87.530078
070161550,02,2004,Wentworth Intermediate School,530 Superior Ave,Calumet City,60409 3439,3-5,41.620756,-87.544572
070161560,02,2001,Lincoln Elem School,410 157th St,Calumet City,60409 4704,P-8,41.610449,-87.534892
070161570,02,1001,Schrum Memorial School,485 165th St,Calumet City,60409 6255,6-8,41.590171,-87.53824
070161570,02,2001,Hoover Elem School,1260 Superior Ave,Calumet City,60409 5731,P-5,41.599821,-87.544126
070161580,02,1004,Memorial Jr High School,2721 Ridge Rd,Lansing,60438 2933,6-8,41.564578,-87.550483
070161580,02,2001,Coolidge Elementary School,17845 Henry St,Lansing,60438 2357,K-5,41.571549,-87.53437
070161580,02,2005,Oak Glen Elem School,2101 182nd St,Lansing,60438 1734,K-5,41.564578,-87.565443
070161580,02,2006,Reavis Elem School,17121 Roy St,Lansing,60438 1377,K-5,41.584351,-87.536869
070161580,02,3001,Lester Crawl Primary Ctr,18300 Greenbay Ave,Lansing,60438 3009,P-1,41.562884,-87.540994
070161590,02,1001,Colin Powell Middle Sch,20600 Matteson Ave,Matteson,60443 2920,6-8,41.522004,-87.73969
070161590,02,2002,Sieden Prairie Elementary School,725 Notre Dame Dr,Matteson,60443 1526,K-5,41.513265,-87.750319
070161590,02,2004,Neil Armstrong Elem School,5030 Imperial Dr,Richton Park,60471 1604,P-5,41.477622,-87.739061
070161590,02,2005,Woodgate Elem School,101 Central Ave,Matteson,60443 1111,P-5,41.525318,-87.751618
070161590,02,2006,Marya Yates Elementary School,6131 Allemong Dr,Matteson,60443 1061,P-5,41.522162,-87.764508
070161600,02,1001,Southwood Middle School,18635 Lee St,Country Club Hills,60478 5203,7-8,41.549559,-87.729193
070161600,02,2003,Zenon J Sykuta  School,4301 180th St,Country Club Hills,60478 5101,P-3,41.563561,-87.718595
070161600,02,2004,Meadowview  School,4701 179th St,Country Club Hills,60478 4700,4-6,41.565816,-87.731361
070161610,02,1003,Parker Junior High School,2810 School St,Flossmoor,60422 1125,6-8,41.545077,-87.685643
070161610,02,2001,Flossmoor Hills Elem School,3721 Beech St,Flossmoor,60422 1020,P-5,41.54776,-87.706767
070161610,02,2002,Heather Hill Elem School,1439 Lawrence Cres,Flossmoor,60422 1716,K-5,41.53553,-87.68406
070161610,02,2006,Serena Hills Elem School,255 Pleasant Dr,Chicago Heights,60411 1035,K-5,41.532709,-87.652714
070161610,02,2007,Western Avenue Elem School,940 Western Ave,Flossmoor,60422 1366,P-5,41.545384,-87.674887
070161620,02,1004,O W Huth Middle School,3718 213th Pl,Matteson,60443 2575,7-8,41.501582,-87.706459
070161620,02,2001,Arcadia Elem School,20519 Arcadian Dr,Olympia Fields,60461 1396,K-3,41.515762,-87.702833
070161620,02,2003,Indiana Elem School,165 Indiana St,Park Forest,60466 1078,4-6,41.501056,-87.693394
070161620,02,2005,Matteson Elem School,21245 Main St,Matteson,60443 2561,1-3,41.5031,-87.703236
070161620,02,2008,Sauk Elem School,4435 S Churchill Dr,Richton Park,60471 1101,4-6,41.485626,-87.724243
070161620,02,2009,Illinois School,210 Illinois St,Park Forest,60466 1100,K-8,41.502363,-87.67874
070161620,02,2010,Richton Square School,22700 Richton Square Rd,Richton Park,60471 2504,"P,K",41.476859,-87.708033
070161630,02,1010,Michelle Obama Sch of Technology and the Arts,215 Wilson St,Park Forest,60466 1528,4-8,41.487242,-87.696322
070161630,02,2002,Barack Obama Sch of Leadership and STEM,401 Concord Dr,Chicago Heights,60411 3916,4-8,41.497374,-87.661497
070161630,02,2003,Blackhawk Primary Center,130 Blackhawk Dr,Park Forest,60466 2316,K-3,41.445437,-87.677647
070161630,02,2007,Mohawk Primary Center,301 Mohawk St,Park Forest,60466 1907,K-3,41.478437,-87.694995
070161630,02,2008,21st Century Primary Center,240 S Orchard Dr,Park Forest,60466 2045,K-3,41.477028,-87.681397
070161630,02,3001,Algonquin Primary Center,170 Algonquin St,Park Forest,60466 1425,P,41.493937,-87.667895
070161670,02,1002,Brookwood Jr High School,201 E Glenwood Lansing Rd,Glenwood,60425 1742,7-8,41.542776,-87.606099
070161670,02,2001,Brookwood Middle School,200 E Glenwood Lansing Rd,Glenwood,60425 1751,5-6,41.542476,-87.606099
070161670,02,2003,Longwood Elem School,441 N Longwood Dr,Glenwood,60425 1211,P-4,41.554303,-87.631127
070161670,02,2004,Hickory Bend Elem School,600 E 191st Pl,Glenwood,60425 1924,K-4,41.541657,-87.593862
070161680,04,1003,Rickover Jr High School,22151 Torrence Ave,Sauk Village,60411 5141,6-8,41.488516,-87.557875
070161680,04,2001,Strassburg Elem,2002 223rd St,Sauk Village,60411 5029,3-5,41.484424,-87.567578
070161680,04,2002,Wagoner Elem,1831 215th Pl,Sauk Village,60411 4405,P-2,41.496641,-87.571345
070161690,02,1001,Cottage Grove Upper Grade Center,800 E 14th St,Ford Heights,60411 2085,5-8,41.506124,-87.596933
070161690,02,2002,Medgar Evers Primary Academic Center,1101 E 10th St,Ford Heights,60411 2230,P-4,41.513684,-87.590711
070161700,02,2001,Washington-McKinley Elem Sch,25 W 16th Pl,Chicago Heights,60411 3475,K-8,41.501327,-87.642207
070161700,02,2002,Roosevelt Elem School,1345 Sunnyside Ave,Chicago Heights,60411 2571,K-8,41.507031,-87.65236
070161700,02,2005,Wilson Elem School,422 W 16th Pl,Chicago Heights,60411 3224,K-8,41.501189,-87.660518
070161700,02,2007,Garfield Elem School,140 E 23rd St,Chicago Heights,60411 4247,K-8,41.494181,-87.632028
070161700,02,2008,U S Grant Elem School,2712 Miller Ave,South Chicago Heights,60411 4742,K-8,41.489531,-87.640427
070161700,02,2009,Greenbriar Elem School,101 W Greenbriar Ave,Chicago Heights,60411 1709,K-8,41.524264,-87.645015
070161700,02,2011,Jefferson Elem School,176 E 11th St,Chicago Heights,60411 2937,K-8,41.511453,-87.632657
070161700,02,2012,Kennedy Elem School,1013 Division St,Chicago Heights,60411 2481,K-8,41.513178,-87.664514
070161700,02,2013,Lincoln Elem School,1520 Center Ave,Chicago Heights,60411 3634,K-4,41.503652,-87.629193
070161700,02,3001,Highland School,828 Willow Dr,Chicago Heights,60411 2169,P,41.516225,-87.649322
070161710,02,1001,Heritage Middle School,19250 Burnham Ave,Lansing,60438 3822,5-8,41.546,-87.539359
070161710,02,2001,Nathan Hale Elem School,19055 Burnham Ave,Lansing,60438 3605,P-4,41.549476,-87.539098
070161720,02,2001,Sandridge Elem School,2950 Glenwood Dyer Rd,Lynwood,60411 9755,P-8,41.51806,-87.545395
070161940,02,1001,Columbia Central School,94 Richton Rd,Steger,60475 1821,5-8,41.463634,-87.653026
070161940,02,2002,Steger Intermediate Center,100 Richton Rd,Steger,60475 1826,2-4,41.464367,-87.655974
070161940,02,2005,Steger Primary Center,3341 Miller Ave,South Chicago Heights,60411 5415,P-1,41.478854,-87.64021
070162050,17,0001,Thornton Township High School,15001 Broadway Ave,Harvey,60426 2272,9-12,41.617333,-87.644594
070162050,17,0002,Thornridge High School,15000 Cottage Grove Ave,Dolton,60419 2738,9-12,41.62241,-87.597809
070162050,17,0003,Thornwood High School,17101 S Park Ave,South Holland,60473 3484,9-12,41.586251,-87.607176
070162060,17,0001,Bloom High School,101 W 10th St,Chicago Heights,60411 2100,9-12,41.513192,-87.645238
070162060,17,0002,Bloom Trail High School,22331 Cottage Grove Ave,Chicago Heights,60411 5652,9-12,41.515714,-87.597042
070162060,17,3001,Dist 206 Alternative High School,100 W 10th St,Chicago Heights,60411 2002,9-12,41.513492,-87.645238
070162100,17,0001,Lemont Twp High School,800 Porter St,Lemont,60439 3777,9-12,41.674727,-87.993335
070162150,17,0001,Thornton Fractnl No High School,755 Pulaski Rd,Calumet City,60409 4030,9-12,41.615318,-87.543591
070162150,17,0002,Thornton Fractnl So High School,18500 Burnham Ave,Lansing,60438 3046,9-12,41.559093,-87.5393
070162170,16,0001,Argo Community High School,7329 W 63rd St,Summit,60501 1817,9-12,41.777062,-87.803973
070162180,16,0001,DD Eisenhower High Sch (Campus),12700 Sacramento Ave,Blue Island,60406 1822,9-12,41.662309,-87.694874
070162180,16,0004,H L Richards High Sch(Campus),10601 Central Ave,Oak Lawn,60453 5038,9-12,41.702356,-87.759528
070162180,16,0007,A B Shepard High Sch (Campus),13049 S Ridgeland Ave,Palos Heights,60463 2625,9-12,41.654008,-87.777188
070162180,16,3001,Delta Learning Center,3940 W Midlothian Tpke,Robbins,60472 1539,9-12,41.641238,-87.720068
070162200,17,0001,Reavis High School,6034 W 77th St,Burbank,60459 3112,9-12,41.75228,-87.779501
070162270,17,0001,Rich East Campus High School,300 Sauk Trl,Park Forest,60466 1640,9-12,41.480462,-87.693595
070162270,17,0002,Rich Central Campus High School,3600 W 203rd St,Olympia Fields,60461 1025,9-12,41.520854,-87.703766
070162270,17,0003,Rich South Campus High School,5000 Sauk Trl,Richton Park,60471 1000,9-12,41.484174,-87.73844
070162280,16,0001,Bremen High School,15203 Pulaski Rd,Midlothian,60445 3755,9-12,41.616384,-87.717176
070162280,16,0002,Tinley Park High School,6111 175th St,Tinley Park,60477 3018,9-12,41.573348,-87.767363
070162280,16,0003,Hillcrest High School,17401 Pulaski Rd,Country Club Hills,60478 4600,9-12,41.572999,-87.713632
070162280,16,0004,Oak Forest High School,15201 Central Ave,Oak Forest,60452 2101,9-12,41.615944,-87.75643
070162290,16,0001,Oak Lawn Comm High School,9400 Southwest Hwy,Oak Lawn,60453 2372,9-12,41.722481,-87.765742
070162300,13,0001,Carl Sandburg High School,13300 S La Grange Rd,Orland Park,60462 1325,9-12,41.651764,-87.854075
070162300,13,0002,Amos Alonzo Stagg High School,8015 W 111th St,Palos Hills,60465 2203,9-12,41.689324,-87.816993
070162300,13,0003,Victor J Andrew High School,9001 171st St,Orland Hills,60487 6185,9-12,41.57959,-87.837486
070162310,16,0001,Evergreen Park High School,9901 S Kedzie Ave,Evergreen Park,60805 3416,9-12,41.71361,-87.701584
070162330,16,0001,Homewood-Flossmoor High School,999 Kedzie Ave,Flossmoor,60422 2248,9-12,41.53895,-87.693946
070169010,25,001C,Southland College Prep,4601 Sauk Trl,Richton Park,60471 1470,9-12,41.48416,-87.727185
150162990,25,0001,Amundsen High School,5110 N Damen Ave,Chicago,60625 1317,9-12,41.974699,-87.679362
150162990,25,0003,Bogan High School,3939 W 79th St,Chicago,60652 2301,9-12,41.749525,-87.720292
150162990,25,0006,Carver Military Academy HS,13100 S Doty Ave,Chicago,60827 1597,9-12,41.65903,-87.584206
150162990,25,0011,Farragut Career Academy HS,2345 S Christiana Ave,Chicago,60623 3217,"P,9-12",41.849108,-87.708683
150162990,25,0012,Fenger Academy High School,11220 S Wallace St,Chicago,60628 4728,9-12,41.690221,-87.637619
150162990,25,0013,Foreman High School,3235 N Leclaire Ave,Chicago,60641 4290,9-12,41.939378,-87.754111
150162990,25,0014,Back of The Yards IB HS,2111 W 47th St,Chicago,60609 4011,9-10,41.808346,-87.677303
150162990,25,0015,Gage Park High School,5630 S Rockwell St,Chicago,60629 1030,9-12,41.791392,-87.689007
150162990,25,0016,Harlan Community Academy HS,9652 S Michigan Ave,Chicago,60628 1415,7-12,41.718931,-87.620676
150162990,25,0017,Harper High School,6520 S Wood St,Chicago,60636 3002,9-12,41.775396,-87.669137
150162990,25,0019,Hirsch Metropolitan High School,7740 S Ingleside Ave,Chicago,60619 3207,9-12,41.754241,-87.6018
150162990,25,0020,Hubbard High School,6200 S Hamlin Ave,Chicago,60629 4030,9-12,41.780404,-87.717903
150162990,25,0021,Hyde Park Academy High School,6220 S Stony Island Ave,Chicago,60637 2998,9-12,41.782398,-87.58666
150162990,25,0022,Kelly High School,4136 S California Ave,Chicago,60632 1817,9-12,41.818708,-87.694677
150162990,25,0023,Kelvyn Park High School,4343 W Wrightwood Ave,Chicago,60639 2060,7-12,41.927854,-87.735619
150162990,25,0024,Kennedy High School,6325 W 56th St,Chicago,60638 2539,9-12,41.790394,-87.780044
150162990,25,0025,Kenwood Academy High School,5015 S Blackstone Ave,Chicago,60615 3086,7-12,41.803994,-87.590385
150162990,25,0026,Lake View High School,4015 N Ashland Ave,Chicago,60613 2593,9-12,41.954555,-87.668904
150162990,25,0027,Lane Technical High School,2501 W Addison St,Chicago,60618 5902,7-12,41.94657,-87.691935
150162990,25,0029,Marshall Metropolitan High School,3250 W Adams St,Chicago,60624 2901,9-12,41.87852,-87.707074
150162990,25,0030,Mather High School,5835 N Lincoln Ave,Chicago,60659 4610,9-12,41.987722,-87.702583
150162990,25,0031,Morgan Park High School,1744 W Pryor Ave,Chicago,60643 3497,7-12,41.691591,-87.664286
150162990,25,0034,Phillips Academy High School,244 E Pershing Rd,Chicago,60653 2222,9-12,41.823944,-87.619968
150162990,25,0035,Roosevelt High School,3436 W Wilson Ave,Chicago,60625 5318,9-12,41.964903,-87.71407
150162990,25,0036,Schurz High School,3601 N Milwaukee Ave,Chicago,60641 3033,9-12,41.946116,-87.735626
150162990,25,0037,Senn High School,5900 N Glenwood Ave,Chicago,60660 3312,9-12,41.989156,-87.665112
150162990,25,0039,King College Prep High School,4445 S Drexel Blvd,Chicago,60653 3551,9-12,41.81421,-87.603848
150162990,25,003C,Perspectives Charter High School,1930 S Archer Ave,Chicago,60616 6505,6-12,41.856038,-87.628554
150162990,25,0041,Steinmetz College Prep HS,3030 N Mobile Ave,Chicago,60634 4041,9-12,41.935957,-87.783566
150162990,25,0042,Sullivan High School,6631 N Bosworth Ave,Chicago,60626 4223,9-12,42.002305,-87.66914
150162990,25,0043,Taft High School,6530 W Bryn Mawr Ave,Chicago,60631 3185,7-12,41.983033,-87.790786
150162990,25,0044,Tilden Career Communty Academy HS,4747 S Union Ave,Chicago,60609 4437,9-12,41.807771,-87.642931
150162990,25,0046,Von Steuben Metro Science HS,5039 N Kimball Ave,Chicago,60625 4905,9-12,41.974068,-87.713516
150162990,25,0047,Lincoln Park High School,2001 N Orchard St,Chicago,60614 4404,9-12,41.918063,-87.646118
150162990,25,0048,Washington G High School,3535 E 114th St,Chicago,60617 7021,9-12,41.688074,-87.53952
150162990,25,0049,Wells Community Academy HS,936 N Ashland Ave,Chicago,60622 5118,9-12,41.898897,-87.667519
150162990,25,004C,Youth Connections Charter HS,10 W 35th St,Chicago,60616 3717,10-12,41.831175,-87.626191
150162990,25,0052,Crane Medical Prep HS,2245 W Jackson Blvd,Chicago,60612 2910,9-11,41.877437,-87.682866
150162990,25,0053,Disney II Magnet HS,3900 N Lawndale Ave,Chicago,60618 3108,7-11,41.952084,-87.720208
150162990,25,005C,North Lawndale Charter HS,1313 S Sacramento Dr,Chicago,60623 2218,8-12,41.865612,-87.701074
150162990,25,006C,Noble Street Charter Schools,1 N State St Fl 7TH,Chicago,60602 3302,6-12,41.882451,-87.627853
150162990,25,007C,Young Womens Leadership Chartr HS,2641 S Calumet Ave,Chicago,60616 2901,9-12,41.845221,-87.618704
150162990,25,008C,Aspira Charter Schools,1711 N California Ave,Chicago,60647 5103,6-12,41.912158,-87.696891
150162990,25,009C,Ace Technical Charter High School,5410 S State St,Chicago,60609 6342,9-12,41.796094,-87.625889
150162990,25,010C,Urban Prep Chtr Acad Englewood HS,6201 S Stewart Ave,Chicago,60621 3247,9-12,41.781495,-87.634939
150162990,25,012C,IHSCA Charter High School,2520 S Western Ave,Chicago,60608 4809,9-12,41.845943,-87.685627
150162990,25,013C,Urban Prep Chtr Acad Bronzeville HS,521 E 35th St,Chicago,60616 3889,9-12,41.830972,-87.614292
150162990,25,015C,EPIC Academy High School,8255 S Houston Ave,Chicago,60617 2191,9-12,41.745491,-87.550203
150162990,25,016C,Urban Prep Chtr Acad West Campus HS,1326 W 14th Pl,Chicago,60608 2106,9-12,41.862615,-87.659486
150162990,25,017C,Prologue - Johnston Fine Arts HS,1551 W 95th St,Chicago,60643 1329,9-12,41.721115,-87.662287
150162990,25,019C,Legal Prep Academy Charter HS,4319 W Washington Blvd,Chicago,60624 2232,9-12,41.881801,-87.733398
150162990,25,020C,IJLA Charter High School,2570 S Blue Island Ave,Chicago,60608 4817,7-12,41.845496,-87.684091
150162990,25,022C,Intrinsic Charter High School,4540 W Belmont Ave,Chicago,60641 4541,"7,9-10",41.939063,-87.740497
150162990,25,0526,Chicago Vocational Career Acad HS,2100 E 87th St,Chicago,60617 3011,9-12,41.737251,-87.57268
150162990,25,0531,Dunbar Vocational Career Acad HS,3000 S King Dr,Chicago,60616 3452,9-12,41.840528,-87.617316
150162990,25,0533,Jones College Prep High School,700 S State St,Chicago,60605 2109,9-12,41.872797,-87.627626
150162990,25,0534,Prosser Career Academy HS,2148 N Long Ave,Chicago,60639 2914,9-12,41.920238,-87.761093
150162990,25,0536,Richards Career Academy HS,5009 S Laflin St,Chicago,60609 4940,9-12,41.803021,-87.662241
150162990,25,0537,Simeon Career Academy High School,8147 S Vincennes Ave,Chicago,60620 1761,9-12,41.745827,-87.635351
150162990,25,0543,Corliss High School,821 E 103rd St,Chicago,60628 3003,9-12,41.707344,-87.60351
150162990,25,0545,Clemente Community Academy HS,1147 N Western Ave,Chicago,60622 2931,9-12,41.902308,-87.686861
150162990,25,0616,Manley Career Academy High School,2935 W Polk St,Chicago,60612 3904,9-12,41.870876,-87.69924
150162990,25,0617,Curie Metropolitan High School,4959 S Archer Ave,Chicago,60632 3622,9-12,41.802975,-87.721746
150162990,25,0763,Julian High School,10330 S Elizabeth St,Chicago,60643 2394,9-12,41.706241,-87.65381
150162990,25,0764,Young Magnet High School,211 S Laflin St,Chicago,60607 5305,7-12,41.878808,-87.664198
150162990,25,0766,Robeson High School,6835 S Normal Blvd,Chicago,60621 2535,9-12,41.769876,-87.637121
150162990,25,0767,Juarez Community Academy HS,2150 S Laflin St,Chicago,60608 4409,9-12,41.853033,-87.663781
150162990,25,0772,Chicago HS for Agricult Sciences,3857 W 111th St,Chicago,60655 4009,9-12,41.691137,-87.719221
150162990,25,0779,Hancock College Preparatory HS,4034 W 56th St,Chicago,60629 4442,9-12,41.791532,-87.724375
150162990,25,0788,Brooks College Prep Academy HS,250 E 111th St,Chicago,60628 4324,9-12,41.69266,-87.629057
150162990,25,0794,Northside College Preparatory Hs,5501 N Kedzie Ave,Chicago,60625 3923,9-12,41.981158,-87.708661
150162990,25,0795,Chicago Military Academy HS,3519 S Giles Ave,Chicago,60653 1105,9-12,41.830736,-87.619182
150162990,25,0796,Payton College Preparatory HS,1034 N Wells St,Chicago,60610 2513,9-12,41.901406,-87.634534
150162990,25,0799,Hope College Prep High School,5515 S Lowe Ave,Chicago,60621 2920,9-12,41.793757,-87.641347
150162990,25,0803,Phoenix Military Academy HS,145 S Campbell Ave,Chicago,60612 2923,9-12,41.883944,-87.688401
150162990,25,0818,Spry Community Links High School,2400 S Marshall Blvd,Chicago,60623 4146,9-12,41.848228,-87.699132
150162990,25,0820,Chicago Academy High School,3400 N Austin Ave,Chicago,60634 4229,9-12,41.942262,-87.776356
150162990,25,0824,Bowen High School,2710 E 89th St,Chicago,60617 3192,9-12,41.733797,-87.558101
150162990,25,0825,North-Grand High School,4338 W Wabansia Ave,Chicago,60639 4837,9-12,41.911742,-87.735049
150162990,25,0826,Raby High School,3545 W Fulton Blvd,Chicago,60624 1928,9-12,41.886152,-87.714648
150162990,25,0827,Clark Acad Prep Magnet High Schl,5101 W Harrison St,Chicago,60644 5102,9-12,41.872833,-87.75207
150162990,25,0828,Rickover Naval Academy High Schl,5900 N Glenwood Ave,Chicago,60660 3312,9-12,41.989156,-87.665112
150162990,25,0829,Uplift Community High School,900 W Wilson Ave,Chicago,60640 5707,9-12,41.965315,-87.652399
150162990,25,0830,World Language High School,3120 S Kostner Ave,Chicago,60623 4842,9-12,41.836653,-87.734215
150162990,25,0831,Douglass Academy High School,543 N Waller Ave,Chicago,60644 1451,9-12,41.890484,-87.767787
150162990,25,0832,Devry Advantage Academy High Schl,3300 N Campbell Ave,Chicago,60618 5916,11-12,41.941332,-87.690801
150162990,25,0833,Lindblom Math & Science Acad HS,6130 S Wolcott Ave,Chicago,60636 2100,7-12,41.782453,-87.671713
150162990,25,0834,Bronzeville Scholastic HS,4934 S Wabash Ave,Chicago,60615 2115,9-12,41.804983,-87.624497
